transaction_id,business_id,account_id,transaction_date,amount,transaction_type,category,merchant_name,payment_mode,balance_after_transaction,city,branch,season,description
TXN-103433,18,ACC-1018,2024-06-20,97503.79,debit,salary,Mody and Sons,NEFT,787581.22,Chennai,Chennai Darbhanga Branch,Q2 - Normal,Salary transaction via cheque
TXN-109634,49,ACC-1049,2024-06-20,1002.06,credit,refund,Customer Receipt,RTGS,1663909.26,Chennai,Chennai Katni Branch,Q2 - Normal,Refund transaction via cheque
TXN-108036,41,ACC-1041,2024-06-20,14053.23,debit,inventory purchase,"Kapur, Ramaswamy and Jha",NEFT,1520845.35,Hyderabad,Hyderabad Udaipur Branch,Q2 - Normal,Inventory purchase transaction via UPI
TXN-103036,16,ACC-1016,2024-06-20,6694.87,debit,maintenance,Sankar Ltd,card,906526.95,Coimbatore,Coimbatore Panvel Branch,Q2 - Normal,Maintenance transaction via cheque
TXN-108835,45,ACC-1045,2024-06-20,29759.33,debit,rent,"Suresh, Cheema and Srinivas",card,1323727.76,Mumbai,Mumbai Ulhasnagar Branch,Q2 - Normal,Rent transaction via cash
TXN-104832,25,ACC-1025,2024-06-20,10079.56,debit,inventory purchase,Balakrishnan-Naik,cheque,216792.03,Chennai,Chennai Kota Branch,Q2 - Normal,Inventory purchase transaction via cash
TXN-105233,27,ACC-1027,2024-06-20,7709.12,debit,maintenance,"Mani, Varkey and Kumar",UPI,2129421.9,Bengaluru,Bengaluru Madanapalle Branch,Q2 - Normal,Maintenance transaction via RTGS
TXN-105839,30,ACC-1030,2024-06-20,140022.04,credit,sales,Customer Receipt,RTGS,1772945.78,Chennai,Chennai Unnao Branch,Q2 - Normal,Sales transaction via UPI
TXN-100033,1,ACC-1001,2024-06-20,22986.77,debit,inventory purchase,"Kala, Hari and Raju",NEFT,1053607.92,Chennai,Chennai Kalyan-Dombivli Branch,Q2 - Normal,Inventory purchase transaction via UPI
TXN-107834,40,ACC-1040,2024-06-20,118550.85,credit,sales,Customer Receipt,cash,1090469.55,Mumbai,Mumbai Thane Branch,Q2 - Normal,Sales transaction via cheque
TXN-101430,8,ACC-1008,2024-06-20,131217.85,credit,sales,Customer Receipt,NEFT,297877.3,Mumbai,Mumbai Dewas Branch,Q2 - Normal,Sales transaction via NEFT
TXN-100834,5,ACC-1005,2024-06-20,97766.71,credit,sales,Customer Receipt,cash,87390.76,Coimbatore,Coimbatore New Delhi Branch,Q2 - Normal,Sales transaction via NEFT
TXN-104034,21,ACC-1021,2024-06-20,43657.12,debit,rent,Sha-Munshi,cheque,1045065.76,Bengaluru,Bengaluru Hajipur Branch,Q2 - Normal,Rent transaction via NEFT
TXN-101034,6,ACC-1006,2024-06-20,12787.84,debit,utilities,"Batta, Khurana and Devi",cheque,2079966.19,Coimbatore,Coimbatore Gopalpur Branch,Q2 - Normal,Utilities transaction via cheque
TXN-109834,50,ACC-1050,2024-06-20,43503.77,debit,rent,Kibe-Kalla,cash,2315726.87,Coimbatore,Coimbatore Mysore Branch,Q2 - Normal,Rent transaction via cash
TXN-106633,34,ACC-1034,2024-06-20,123519.58,credit,sales,Customer Receipt,NEFT,523130.43,Delhi,Delhi Tadipatri Branch,Q2 - Normal,Sales transaction via cheque
TXN-101241,7,ACC-1007,2024-06-20,117197.18,credit,sales,Customer Receipt,cash,2507076.08,Chennai,Chennai Bettiah Branch,Q2 - Normal,Sales transaction via UPI
TXN-107640,39,ACC-1039,2024-06-20,109906.57,credit,sales,Customer Receipt,UPI,776759.1,Delhi,Delhi Ramgarh Branch,Q2 - Normal,Sales transaction via cash
TXN-106434,33,ACC-1033,2024-06-20,20752.29,credit,refund,Customer Receipt,cheque,621498.27,Coimbatore,Coimbatore Ulhasnagar Branch,Q2 - Normal,Refund transaction via cash
TXN-101635,9,ACC-1009,2024-06-20,4385.94,credit,refund,Customer Receipt,NEFT,1129819.81,Chennai,Chennai Vasai-Virar Branch,Q2 - Normal,Refund transaction via NEFT
TXN-106234,32,ACC-1032,2024-06-20,25276.41,debit,rent,Mody Ltd,UPI,866950.03,Chennai,Chennai Silchar Branch,Q2 - Normal,Rent transaction via cheque
TXN-102634,14,ACC-1014,2024-06-20,78337.43,credit,sales,Customer Receipt,NEFT,1180218.58,Mumbai,Mumbai Anantapur Branch,Q2 - Normal,Sales transaction via NEFT
TXN-108638,44,ACC-1044,2024-06-20,8128.4,debit,loan EMI,Sibal-Bir,RTGS,1248011.49,Bengaluru,Bengaluru Loni Branch,Q2 - Normal,Loan emi transaction via cheque
TXN-107040,36,ACC-1036,2024-06-21,102944.08,credit,sales,Customer Receipt,RTGS,1604112.9,Delhi,Delhi Dharmavaram Branch,Q2 - Normal,Sales transaction via cheque
TXN-104035,21,ACC-1021,2024-06-21,21873.48,debit,inventory purchase,Sankar Inc,NEFT,1023192.28,Bengaluru,Bengaluru Hajipur Branch,Q2 - Normal,Inventory purchase transaction via NEFT
TXN-100034,1,ACC-1001,2024-06-21,6566.44,debit,vendor payment,"Badal, Chowdhury and Lanka",cash,1047041.48,Chennai,Chennai Kalyan-Dombivli Branch,Q2 - Normal,Vendor payment transaction via card
TXN-100433,3,ACC-1003,2024-06-21,100740.31,credit,sales,Customer Receipt,cash,1359315.73,Chennai,Chennai Narasaraopet Branch,Q2 - Normal,Sales transaction via NEFT
TXN-101833,10,ACC-1010,2024-06-21,20622.17,debit,inventory purchase,Kumar-Virk,cheque,616059.01,Delhi,Delhi Tadipatri Branch,Q2 - Normal,Inventory purchase transaction via cash
TXN-100835,5,ACC-1005,2024-06-21,18829.72,debit,inventory purchase,Jhaveri-Garg,RTGS,68561.04,Coimbatore,Coimbatore New Delhi Branch,Q2 - Normal,Inventory purchase transaction via RTGS
TXN-105634,29,ACC-1029,2024-06-21,26697.0,debit,tax payment,Sagar Inc,UPI,587638.28,Hyderabad,Hyderabad Parbhani Branch,Q2 - Normal,Tax payment transaction via card
TXN-101636,9,ACC-1009,2024-06-21,84063.51,credit,sales,Customer Receipt,cheque,1213883.32,Chennai,Chennai Vasai-Virar Branch,Q2 - Normal,Sales transaction via NEFT
TXN-103836,20,ACC-1020,2024-06-21,29264.21,debit,rent,Dhingra Inc,NEFT,1196942.31,Hyderabad,Hyderabad Bardhaman Branch,Q2 - Normal,Rent transaction via NEFT
TXN-109835,50,ACC-1050,2024-06-21,15298.33,debit,internet,Banik Group,card,2300428.54,Coimbatore,Coimbatore Mysore Branch,Q2 - Normal,Internet transaction via cheque
TXN-100234,2,ACC-1002,2024-06-21,16733.69,debit,tax payment,"Mall, Wali and Palla",NEFT,1407459.18,Hyderabad,Hyderabad Vellore Branch,Q2 - Normal,Tax payment transaction via cheque
TXN-103231,17,ACC-1017,2024-06-21,7587.64,credit,refund,Customer Receipt,UPI,809034.14,Delhi,Delhi Jaipur Branch,Q2 - Normal,Refund transaction via card
TXN-102033,11,ACC-1011,2024-06-21,20343.98,debit,tax payment,"Zacharia, Lalla and Sura",cheque,1121069.58,Delhi,Delhi Avadi Branch,Q2 - Normal,Tax payment transaction via cheque
TXN-105840,30,ACC-1030,2024-06-21,28978.26,credit,refund,Customer Receipt,NEFT,1801924.04,Chennai,Chennai Unnao Branch,Q2 - Normal,Refund transaction via card
TXN-108232,42,ACC-1042,2024-06-21,99403.2,credit,sales,Customer Receipt,UPI,255981.66,Coimbatore,Coimbatore Raiganj Branch,Q2 - Normal,Sales transaction via UPI
TXN-100635,4,ACC-1004,2024-06-21,28554.48,debit,internet,Lala-Anne,cheque,717681.42,Mumbai,Mumbai Mira-Bhayandar Branch,Q2 - Normal,Internet transaction via RTGS
TXN-107835,40,ACC-1040,2024-06-21,10176.7,credit,refund,Customer Receipt,NEFT,1100646.25,Mumbai,Mumbai Thane Branch,Q2 - Normal,Refund transaction via RTGS
TXN-105037,26,ACC-1026,2024-06-21,27957.23,credit,sales,Customer Receipt,NEFT,491237.67,Hyderabad,Hyderabad Arrah Branch,Q2 - Normal,Sales transaction via NEFT
TXN-104636,24,ACC-1024,2024-06-21,106680.22,credit,sales,Customer Receipt,UPI,769980.95,Mumbai,Mumbai Thanjavur Branch,Q2 - Normal,Sales transaction via cash
TXN-102237,12,ACC-1012,2024-06-21,5536.01,debit,utilities,Badal-Guha,cash,679139.61,Coimbatore,Coimbatore Raurkela Industrial Township Branch,Q2 - Normal,Utilities transaction via cash
TXN-104234,22,ACC-1022,2024-06-21,9651.49,credit,refund,Customer Receipt,UPI,723828.06,Coimbatore,Coimbatore Farrukhabad Branch,Q2 - Normal,Refund transaction via cheque
TXN-103636,19,ACC-1019,2024-06-21,876.88,credit,refund,Customer Receipt,card,1132667.03,Bengaluru,Bengaluru Vellore Branch,Q2 - Normal,Refund transaction via RTGS
TXN-107437,38,ACC-1038,2024-06-21,6682.45,debit,inventory purchase,Prakash-Sekhon,cash,1337878.79,Hyderabad,Hyderabad Ongole Branch,Q2 - Normal,Inventory purchase transaction via cheque
TXN-107240,37,ACC-1037,2024-06-21,8473.41,debit,maintenance,"Mahal, Thaker and Sridhar",RTGS,996308.09,Chennai,Chennai Surendranagar Dudhrej Branch,Q2 - Normal,Maintenance transaction via UPI
TXN-108434,43,ACC-1043,2024-06-21,17720.28,debit,inventory purchase,"Som, Rau and Bhakta",cash,998573.81,Delhi,Delhi Tirupati Branch,Q2 - Normal,Inventory purchase transaction via RTGS
TXN-104438,23,ACC-1023,2024-06-21,28277.96,debit,loan EMI,"Bala, Vyas and Nath",cash,381052.39,Chennai,Chennai Udupi Branch,Q2 - Normal,Loan emi transaction via cash
TXN-105434,28,ACC-1028,2024-06-21,13670.01,credit,refund,Customer Receipt,card,1172449.91,Coimbatore,Coimbatore Bhalswa Jahangir Pur Branch,Q2 - Normal,Refund transaction via cash
TXN-103232,17,ACC-1017,2024-06-22,21255.32,credit,refund,Customer Receipt,RTGS,830289.46,Delhi,Delhi Jaipur Branch,Q2 - Normal,Refund transaction via card
TXN-102834,15,ACC-1015,2024-06-22,20728.03,credit,refund,Customer Receipt,cash,1318358.94,Bengaluru,Bengaluru Nashik Branch,Q2 - Normal,Refund transaction via card
TXN-109035,46,ACC-1046,2024-06-22,40211.65,credit,sales,Customer Receipt,cash,1382493.05,Coimbatore,Coimbatore Katihar Branch,Q2 - Normal,Sales transaction via cheque
TXN-100434,3,ACC-1003,2024-06-22,25480.99,debit,inventory purchase,Seshadri LLC,RTGS,1333834.74,Chennai,Chennai Narasaraopet Branch,Q2 - Normal,Inventory purchase transaction via cheque
TXN-103837,20,ACC-1020,2024-06-22,88785.62,debit,salary,Bhargava-Baria,NEFT,1108156.69,Hyderabad,Hyderabad Bardhaman Branch,Q2 - Normal,Salary transaction via card
TXN-104439,23,ACC-1023,2024-06-22,14884.06,debit,tax payment,"Bajaj, Subramaniam and Sampath",UPI,366168.33,Chennai,Chennai Udupi Branch,Q2 - Normal,Tax payment transaction via card
TXN-107438,38,ACC-1038,2024-06-22,1411.44,debit,internet,"Yogi, Guha and Taneja",cheque,1336467.35,Hyderabad,Hyderabad Ongole Branch,Q2 - Normal,Internet transaction via RTGS
TXN-109236,47,ACC-1047,2024-06-22,49734.0,debit,rent,Pal PLC,card,-536455.43,Mumbai,Mumbai Karimnagar Branch,Q2 - Normal,Rent transaction via cheque
TXN-103434,18,ACC-1018,2024-06-22,26084.87,debit,vendor payment,Sem-Gole,cash,761496.35,Chennai,Chennai Darbhanga Branch,Q2 - Normal,Vendor payment transaction via card
TXN-105234,27,ACC-1027,2024-06-22,10237.61,debit,internet,Pillai-Nadkarni,UPI,2119184.29,Bengaluru,Bengaluru Madanapalle Branch,Q2 - Normal,Internet transaction via UPI
TXN-108435,43,ACC-1043,2024-06-22,24848.66,credit,refund,Customer Receipt,card,1023422.47,Delhi,Delhi Tirupati Branch,Q2 - Normal,Refund transaction via cash
TXN-104833,25,ACC-1025,2024-06-22,25495.11,credit,sales,Customer Receipt,cash,242287.14,Chennai,Chennai Kota Branch,Q2 - Normal,Sales transaction via NEFT
TXN-100836,5,ACC-1005,2024-06-22,6160.27,debit,internet,"Balakrishnan, Bassi and Sampath",RTGS,62400.77,Coimbatore,Coimbatore New Delhi Branch,Q2 - Normal,Internet transaction via UPI
TXN-109439,48,ACC-1048,2024-06-22,15698.16,credit,refund,Customer Receipt,cheque,1043819.07,Hyderabad,Hyderabad Raebareli Branch,Q2 - Normal,Refund transaction via cash
TXN-100636,4,ACC-1004,2024-06-22,131584.91,credit,sales,Customer Receipt,RTGS,849266.33,Mumbai,Mumbai Mira-Bhayandar Branch,Q2 - Normal,Sales transaction via NEFT
TXN-107241,37,ACC-1037,2024-06-22,1183.1,debit,maintenance,"Viswanathan, Kothari and Kaur",card,995124.99,Chennai,Chennai Surendranagar Dudhrej Branch,Q2 - Normal,Maintenance transaction via card
TXN-105635,29,ACC-1029,2024-06-22,43950.39,credit,sales,Customer Receipt,cash,631588.67,Hyderabad,Hyderabad Parbhani Branch,Q2 - Normal,Sales transaction via cash
TXN-104036,21,ACC-1021,2024-06-22,20250.86,debit,utilities,Cherian Inc,UPI,1002941.42,Bengaluru,Bengaluru Hajipur Branch,Q2 - Normal,Utilities transaction via card
TXN-108037,41,ACC-1041,2024-06-22,21857.06,credit,refund,Customer Receipt,cheque,1542702.41,Hyderabad,Hyderabad Udaipur Branch,Q2 - Normal,Refund transaction via card
TXN-107641,39,ACC-1039,2024-06-23,25533.65,debit,inventory purchase,Mani-Malhotra,card,751225.45,Delhi,Delhi Ramgarh Branch,Q2 - Normal,Inventory purchase transaction via RTGS
TXN-103637,19,ACC-1019,2024-06-23,117556.82,credit,sales,Customer Receipt,card,1250223.85,Bengaluru,Bengaluru Vellore Branch,Q2 - Normal,Sales transaction via cheque
TXN-102434,13,ACC-1013,2024-06-23,61563.04,debit,salary,"Pingle, Lall and Parikh",cash,1444978.8,Chennai,Chennai Anand Branch,Q2 - Normal,Salary transaction via NEFT
TXN-104637,24,ACC-1024,2024-06-23,5717.25,debit,internet,"Choudhry, Mittal and Parsa",RTGS,764263.7,Mumbai,Mumbai Thanjavur Branch,Q2 - Normal,Internet transaction via RTGS
TXN-108233,42,ACC-1042,2024-06-23,25022.3,credit,refund,Customer Receipt,card,281003.96,Coimbatore,Coimbatore Raiganj Branch,Q2 - Normal,Refund transaction via card
TXN-100235,2,ACC-1002,2024-06-23,24822.11,debit,vendor payment,Prakash and Sons,UPI,1382637.07,Hyderabad,Hyderabad Vellore Branch,Q2 - Normal,Vendor payment transaction via cash
TXN-106634,34,ACC-1034,2024-06-23,16226.37,credit,refund,Customer Receipt,NEFT,539356.8,Delhi,Delhi Tadipatri Branch,Q2 - Normal,Refund transaction via cash
TXN-101035,6,ACC-1006,2024-06-23,23637.18,debit,maintenance,Magar Inc,card,2056329.01,Coimbatore,Coimbatore Gopalpur Branch,Q2 - Normal,Maintenance transaction via cheque
TXN-106035,31,ACC-1031,2024-06-23,29350.12,credit,refund,Customer Receipt,UPI,1802976.64,Coimbatore,Coimbatore Thoothukudi Branch,Q2 - Normal,Refund transaction via cheque
TXN-108836,45,ACC-1045,2024-06-23,47053.02,credit,sales,Customer Receipt,cash,1370780.78,Mumbai,Mumbai Ulhasnagar Branch,Q2 - Normal,Sales transaction via RTGS
TXN-105636,29,ACC-1029,2024-06-23,2724.56,debit,maintenance,Gera-Ramachandran,card,628864.11,Hyderabad,Hyderabad Parbhani Branch,Q2 - Normal,Maintenance transaction via UPI
TXN-109635,49,ACC-1049,2024-06-23,11409.74,debit,loan EMI,Pingle Ltd,cash,1652499.52,Chennai,Chennai Katni Branch,Q2 - Normal,Loan emi transaction via NEFT
TXN-106235,32,ACC-1032,2024-06-23,3146.21,debit,inventory purchase,Banik-Tella,card,863803.82,Chennai,Chennai Silchar Branch,Q2 - Normal,Inventory purchase transaction via RTGS
TXN-106836,35,ACC-1035,2024-06-23,19610.69,credit,refund,Customer Receipt,cash,886541.63,Chennai,Chennai Dharmavaram Branch,Q2 - Normal,Refund transaction via RTGS
TXN-101431,8,ACC-1008,2024-06-23,110406.36,credit,sales,Customer Receipt,card,408283.66,Mumbai,Mumbai Dewas Branch,Q2 - Normal,Sales transaction via RTGS
TXN-107836,40,ACC-1040,2024-06-23,90024.27,credit,sales,Customer Receipt,NEFT,1190670.52,Mumbai,Mumbai Thane Branch,Q2 - Normal,Sales transaction via NEFT
TXN-109237,47,ACC-1047,2024-06-23,121260.73,debit,salary,"Bhattacharyya, Bawa and Iyengar",card,-657716.16,Mumbai,Mumbai Karimnagar Branch,Q2 - Normal,Salary transaction via card
TXN-105435,28,ACC-1028,2024-06-23,19395.98,debit,inventory purchase,Vasa Group,card,1153053.93,Coimbatore,Coimbatore Bhalswa Jahangir Pur Branch,Q2 - Normal,Inventory purchase transaction via cash
TXN-101242,7,ACC-1007,2024-06-23,22114.31,debit,vendor payment,Sankaran PLC,UPI,2484961.77,Chennai,Chennai Bettiah Branch,Q2 - Normal,Vendor payment transaction via card
TXN-108038,41,ACC-1041,2024-06-23,27570.78,credit,refund,Customer Receipt,RTGS,1570273.19,Hyderabad,Hyderabad Udaipur Branch,Q2 - Normal,Refund transaction via RTGS
TXN-102635,14,ACC-1014,2024-06-23,102459.13,credit,sales,Customer Receipt,cheque,1282677.71,Mumbai,Mumbai Anantapur Branch,Q2 - Normal,Sales transaction via UPI
TXN-101637,9,ACC-1009,2024-06-23,121886.89,credit,sales,Customer Receipt,RTGS,1335770.21,Chennai,Chennai Vasai-Virar Branch,Q2 - Normal,Sales transaction via cheque
TXN-108639,44,ACC-1044,2024-06-23,92169.67,credit,sales,Customer Receipt,cash,1340181.16,Bengaluru,Bengaluru Loni Branch,Q2 - Normal,Sales transaction via UPI
TXN-105841,30,ACC-1030,2024-06-23,61373.72,credit,sales,Customer Receipt,RTGS,1863297.76,Chennai,Chennai Unnao Branch,Q2 - Normal,Sales transaction via cheque
TXN-105235,27,ACC-1027,2024-06-23,15435.66,credit,refund,Customer Receipt,cheque,2134619.95,Bengaluru,Bengaluru Madanapalle Branch,Q2 - Normal,Refund transaction via UPI
TXN-105038,26,ACC-1026,2024-06-23,25682.1,credit,refund,Customer Receipt,cash,516919.77,Hyderabad,Hyderabad Arrah Branch,Q2 - Normal,Refund transaction via UPI
TXN-103037,16,ACC-1016,2024-06-23,13635.08,debit,internet,Wali-Tank,RTGS,892891.87,Coimbatore,Coimbatore Panvel Branch,Q2 - Normal,Internet transaction via cash
TXN-106435,33,ACC-1033,2024-06-23,18695.32,credit,refund,Customer Receipt,cheque,640193.59,Coimbatore,Coimbatore Ulhasnagar Branch,Q2 - Normal,Refund transaction via cash
TXN-107242,37,ACC-1037,2024-06-23,28116.52,credit,refund,Customer Receipt,NEFT,1023241.51,Chennai,Chennai Surendranagar Dudhrej Branch,Q2 - Normal,Refund transaction via NEFT
TXN-100637,4,ACC-1004,2024-06-23,15804.45,debit,loan EMI,Agarwal Group,RTGS,833461.88,Mumbai,Mumbai Mira-Bhayandar Branch,Q2 - Normal,Loan emi transaction via cheque
TXN-103838,20,ACC-1020,2024-06-23,19503.78,debit,utilities,Warrior PLC,card,1088652.91,Hyderabad,Hyderabad Bardhaman Branch,Q2 - Normal,Utilities transaction via RTGS
TXN-105842,30,ACC-1030,2024-06-24,3198.24,debit,internet,"Dora, Varma and Narang",UPI,1860099.52,Chennai,Chennai Unnao Branch,Q2 - Normal,Internet transaction via cheque
TXN-105637,29,ACC-1029,2024-06-24,160058.89,debit,salary,Nigam Inc,cheque,468805.22,Hyderabad,Hyderabad Parbhani Branch,Q2 - Normal,Salary transaction via cheque
TXN-101834,10,ACC-1010,2024-06-24,177404.05,debit,salary,Sundaram Group,cash,438654.96,Delhi,Delhi Tadipatri Branch,Q2 - Normal,Salary transaction via NEFT
TXN-108640,44,ACC-1044,2024-06-24,23309.25,credit,refund,Customer Receipt,NEFT,1363490.41,Bengaluru,Bengaluru Loni Branch,Q2 - Normal,Refund transaction via RTGS
TXN-101432,8,ACC-1008,2024-06-24,52145.86,credit,sales,Customer Receipt,RTGS,460429.52,Mumbai,Mumbai Dewas Branch,Q2 - Normal,Sales transaction via UPI
TXN-103038,16,ACC-1016,2024-06-24,23991.65,debit,internet,"Varty, Madan and Srinivas",card,868900.22,Coimbatore,Coimbatore Panvel Branch,Q2 - Normal,Internet transaction via card
TXN-104235,22,ACC-1022,2024-06-24,10647.93,credit,refund,Customer Receipt,NEFT,734475.99,Coimbatore,Coimbatore Farrukhabad Branch,Q2 - Normal,Refund transaction via UPI
TXN-102435,13,ACC-1013,2024-06-24,5261.12,credit,refund,Customer Receipt,RTGS,1450239.92,Chennai,Chennai Anand Branch,Q2 - Normal,Refund transaction via cash
TXN-108039,41,ACC-1041,2024-06-24,6613.5,credit,refund,Customer Receipt,RTGS,1576886.69,Hyderabad,Hyderabad Udaipur Branch,Q2 - Normal,Refund transaction via cash
TXN-102238,12,ACC-1012,2024-06-24,110548.62,credit,sales,Customer Receipt,NEFT,789688.23,Coimbatore,Coimbatore Raurkela Industrial Township Branch,Q2 - Normal,Sales transaction via cheque
TXN-104834,25,ACC-1025,2024-06-24,20760.86,debit,utilities,Bora and Sons,cheque,221526.28,Chennai,Chennai Kota Branch,Q2 - Normal,Utilities transaction via card
TXN-109836,50,ACC-1050,2024-06-24,23874.65,credit,sales,Customer Receipt,card,2324303.19,Coimbatore,Coimbatore Mysore Branch,Q2 - Normal,Sales transaction via UPI
TXN-109036,46,ACC-1046,2024-06-24,192463.34,debit,salary,"Kapadia, Narayanan and Misra",cheque,1190029.71,Coimbatore,Coimbatore Katihar Branch,Q2 - Normal,Salary transaction via UPI
TXN-107041,36,ACC-1036,2024-06-24,3615.21,debit,maintenance,Walia Inc,cheque,1600497.69,Delhi,Delhi Dharmavaram Branch,Q2 - Normal,Maintenance transaction via RTGS
TXN-107439,38,ACC-1038,2024-06-24,674.68,debit,loan EMI,Mutti-Reddy,UPI,1335792.67,Hyderabad,Hyderabad Ongole Branch,Q2 - Normal,Loan emi transaction via NEFT
TXN-102034,11,ACC-1011,2024-06-24,89680.58,credit,sales,Customer Receipt,cash,1210750.16,Delhi,Delhi Avadi Branch,Q2 - Normal,Sales transaction via cheque
TXN-100035,1,ACC-1001,2024-06-24,89326.38,credit,sales,Customer Receipt,card,1136367.86,Chennai,Chennai Kalyan-Dombivli Branch,Q2 - Normal,Sales transaction via card
TXN-100435,3,ACC-1003,2024-06-24,1403.05,credit,refund,Customer Receipt,NEFT,1335237.79,Chennai,Chennai Narasaraopet Branch,Q2 - Normal,Refund transaction via cheque
TXN-102636,14,ACC-1014,2024-06-24,39491.45,credit,sales,Customer Receipt,RTGS,1322169.16,Mumbai,Mumbai Anantapur Branch,Q2 - Normal,Sales transaction via cheque
TXN-104037,21,ACC-1021,2024-06-24,141024.55,credit,sales,Customer Receipt,UPI,1143965.97,Bengaluru,Bengaluru Hajipur Branch,Q2 - Normal,Sales transaction via cash
TXN-102835,15,ACC-1015,2024-06-24,25338.05,credit,refund,Customer Receipt,NEFT,1343696.99,Bengaluru,Bengaluru Nashik Branch,Q2 - Normal,Refund transaction via NEFT
TXN-103233,17,ACC-1017,2024-06-24,40018.48,debit,rent,Kala Inc,card,790270.98,Delhi,Delhi Jaipur Branch,Q2 - Normal,Rent transaction via NEFT
TXN-107642,39,ACC-1039,2024-06-24,12218.4,debit,fuel,Bhasin-Ram,card,739007.05,Delhi,Delhi Ramgarh Branch,Q2 - Normal,Fuel transaction via UPI
TXN-105236,27,ACC-1027,2024-06-24,52870.73,credit,sales,Customer Receipt,card,2187490.68,Bengaluru,Bengaluru Madanapalle Branch,Q2 - Normal,Sales transaction via NEFT
TXN-106036,31,ACC-1031,2024-06-24,7433.4,credit,refund,Customer Receipt,cheque,1810410.04,Coimbatore,Coimbatore Thoothukudi Branch,Q2 - Normal,Refund transaction via cheque
TXN-108436,43,ACC-1043,2024-06-24,54875.17,debit,salary,"Iyengar, Thakkar and Chakrabarti",RTGS,968547.3,Delhi,Delhi Tirupati Branch,Q2 - Normal,Salary transaction via cheque
TXN-103435,18,ACC-1018,2024-06-24,25987.64,debit,internet,"Setty, Ratta and Dugar",UPI,735508.71,Chennai,Chennai Darbhanga Branch,Q2 - Normal,Internet transaction via UPI
TXN-106635,34,ACC-1034,2024-06-25,104884.99,credit,sales,Customer Receipt,UPI,644241.79,Delhi,Delhi Tadipatri Branch,Q2 - Normal,Sales transaction via RTGS
TXN-108641,44,ACC-1044,2024-06-25,19431.21,credit,refund,Customer Receipt,UPI,1382921.62,Bengaluru,Bengaluru Loni Branch,Q2 - Normal,Refund transaction via cheque
TXN-106236,32,ACC-1032,2024-06-25,166274.25,debit,salary,Cherian-Lala,NEFT,697529.57,Chennai,Chennai Silchar Branch,Q2 - Normal,Salary transaction via cheque
TXN-102035,11,ACC-1011,2024-06-25,57713.75,credit,sales,Customer Receipt,UPI,1268463.91,Delhi,Delhi Avadi Branch,Q2 - Normal,Sales transaction via RTGS
TXN-106436,33,ACC-1033,2024-06-25,28604.9,debit,fuel,Minhas Inc,card,611588.69,Coimbatore,Coimbatore Ulhasnagar Branch,Q2 - Normal,Fuel transaction via RTGS
TXN-106837,35,ACC-1035,2024-06-25,126922.03,credit,sales,Customer Receipt,card,1013463.66,Chennai,Chennai Dharmavaram Branch,Q2 - Normal,Sales transaction via NEFT
TXN-102637,14,ACC-1014,2024-06-25,16382.75,debit,maintenance,"Parmer, Dar and Pau",cash,1305786.41,Mumbai,Mumbai Anantapur Branch,Q2 - Normal,Maintenance transaction via RTGS
TXN-104038,21,ACC-1021,2024-06-25,24616.76,debit,internet,"Pall, Bala and Ahuja",NEFT,1119349.21,Bengaluru,Bengaluru Hajipur Branch,Q2 - Normal,Internet transaction via UPI
TXN-100638,4,ACC-1004,2024-06-25,4838.43,credit,refund,Customer Receipt,cash,838300.31,Mumbai,Mumbai Mira-Bhayandar Branch,Q2 - Normal,Refund transaction via cheque
TXN-108234,42,ACC-1042,2024-06-25,100527.4,credit,sales,Customer Receipt,UPI,381531.36,Coimbatore,Coimbatore Raiganj Branch,Q2 - Normal,Sales transaction via RTGS
TXN-100837,5,ACC-1005,2024-06-25,26818.71,debit,fuel,Dash PLC,UPI,35582.06,Coimbatore,Coimbatore New Delhi Branch,Q2 - Normal,Fuel transaction via card
TXN-109636,49,ACC-1049,2024-06-25,124154.23,credit,sales,Customer Receipt,cash,1776653.75,Chennai,Chennai Katni Branch,Q2 - Normal,Sales transaction via cash
TXN-101433,8,ACC-1008,2024-06-25,28382.43,debit,fuel,"Sundaram, Rajan and Korpal",cheque,432047.09,Mumbai,Mumbai Dewas Branch,Q2 - Normal,Fuel transaction via UPI
TXN-109440,48,ACC-1048,2024-06-25,74903.34,credit,sales,Customer Receipt,UPI,1118722.41,Hyderabad,Hyderabad Raebareli Branch,Q2 - Normal,Sales transaction via cheque
TXN-107243,37,ACC-1037,2024-06-25,119479.72,credit,sales,Customer Receipt,cash,1142721.23,Chennai,Chennai Surendranagar Dudhrej Branch,Q2 - Normal,Sales transaction via UPI
TXN-101036,6,ACC-1006,2024-06-25,12384.69,debit,inventory purchase,Grewal Inc,NEFT,2043944.32,Coimbatore,Coimbatore Gopalpur Branch,Q2 - Normal,Inventory purchase transaction via cash
TXN-103839,20,ACC-1020,2024-06-25,97550.81,credit,sales,Customer Receipt,card,1186203.72,Hyderabad,Hyderabad Bardhaman Branch,Q2 - Normal,Sales transaction via cheque
TXN-104440,23,ACC-1023,2024-06-25,31653.05,debit,rent,"Acharya, Khurana and Bhagat",card,334515.28,Chennai,Chennai Udupi Branch,Q2 - Normal,Rent transaction via RTGS
TXN-108040,41,ACC-1041,2024-06-25,81977.51,credit,sales,Customer Receipt,cash,1658864.2,Hyderabad,Hyderabad Udaipur Branch,Q2 - Normal,Sales transaction via cash
