loan_id,business_id,lender_name,loan_type,loan_amount,emi_amount,due_date,interest_rate,outstanding_amount,missed_payment_count,loan_status
289,37,ICICI Bank,vehicle loan,7564558.29,287537.27,2025-11-29,12.28,5097597.92,1,active
290,44,Axis Bank,working capital loan,9188764.59,341234.98,2026-12-23,11.23,1526497.46,0,active
291,31,NBFC,machinery loan,5338780.04,229226.45,2027-01-17,18.19,1222634.63,8,overdue
292,35,SBI,vehicle loan,1518527.43,67452.14,2026-05-25,19.97,834347.82,8,overdue
293,27,Axis Bank,machinery loan,2398561.98,103724.48,2025-11-25,18.56,2110790.49,0,active
294,42,Axis Bank,business expansion loan,3754741.62,164092.64,2026-10-16,19.11,2706149.32,0,active
295,18,SBI,machinery loan,8692502.16,310129.16,2025-10-23,9.48,5156170.94,0,active
296,20,NBFC,vehicle loan,6417288.11,246334.73,2025-10-22,12.73,1040502.07,10,overdue
297,5,Kotak,machinery loan,7461161.77,284664.05,2027-03-16,12.45,2161407.23,0,active
298,20,ICICI Bank,machinery loan,1805062.27,67123.25,2027-01-14,11.29,1620345.91,0,active
299,2,Axis Bank,business expansion loan,7085717.78,308248.41,2026-06-18,18.87,2610521.55,1,active
300,15,HDFC Bank,overdraft,5996112.96,248455.6,2025-09-22,16.39,3057137.33,0,active
301,5,Axis Bank,overdraft,9965592.63,340020.48,2026-06-29,7.61,7903278.49,0,active
302,13,NBFC,vehicle loan,7416569.66,285064.1,2025-05-20,12.79,1192419.74,1,active
303,24,HDFC Bank,invoice financing,8886621.47,389554.93,2026-04-09,19.27,2455936.93,8,overdue
304,1,NBFC,vehicle loan,8815215.32,391126.21,2026-03-26,19.91,5971271.93,0,active
305,17,NBFC,business expansion loan,4482939.44,193750.15,2026-08-13,18.53,2836142.66,2,active
306,25,NBFC,business expansion loan,9231214.12,353504.22,2026-10-21,12.62,4023876.3,0,active
307,43,Kotak,vehicle loan,9102975.64,358758.38,2026-10-18,13.96,1326269.18,0,active
308,36,Axis Bank,working capital loan,577431.12,21029.72,2026-06-15,10.37,388978.84,0,active
309,10,Kotak,overdraft,3888062.25,137227.0,2025-07-05,9.02,1451119.7,0,active
310,34,ICICI Bank,business expansion loan,5685712.29,213940.72,2026-08-03,11.82,3136737.67,8,overdue
311,36,NBFC,business expansion loan,2600837.44,91166.58,2026-04-28,8.73,2096307.01,0,active
312,43,HDFC Bank,invoice financing,8462276.18,340771.16,2026-10-29,14.99,7525539.74,2,active
313,24,NBFC,working capital loan,6005573.21,216117.22,2025-11-08,9.85,5375085.1,0,active
314,42,NBFC,invoice financing,8169742.2,343219.95,2026-03-28,17.08,2140322.64,0,active
315,21,Kotak,invoice financing,7445966.01,309090.32,2026-12-12,16.48,4381631.12,0,active
316,44,SBI,vehicle loan,5491534.83,193591.86,2025-05-08,8.97,1574407.14,0,active
317,30,SBI,machinery loan,1721043.27,69807.43,2025-10-31,15.34,1251127.61,0,active
318,23,HDFC Bank,overdraft,2396029.51,99921.09,2025-12-11,16.71,592007.29,0,active
319,42,HDFC Bank,vehicle loan,604700.55,22269.78,2026-02-11,10.86,112264.73,1,active
320,1,NBFC,machinery loan,7355043.23,286009.03,2027-03-26,13.33,6120990.63,0,active
321,45,Kotak,business expansion loan,1664219.14,73576.98,2025-07-09,19.72,641802.24,2,active
322,30,NBFC,overdraft,2016312.41,84976.37,2027-03-27,17.24,748089.84,0,active
323,4,NBFC,business expansion loan,7365435.28,256153.47,2026-08-09,8.4,6524683.59,0,active
324,28,Kotak,working capital loan,4613019.98,188454.68,2027-02-15,15.69,2787481.04,0,active
325,14,HDFC Bank,working capital loan,7420529.52,293626.23,2025-07-02,14.15,1269779.97,0,active
326,22,Kotak,working capital loan,4110826.81,157147.77,2027-01-28,12.54,2910577.63,2,active
327,15,Axis Bank,machinery loan,4908053.8,213636.68,2026-06-29,18.9,2940954.42,0,active
328,18,HDFC Bank,working capital loan,2239238.84,90658.07,2025-08-02,15.25,252567.99,1,active
329,31,NBFC,working capital loan,6456968.1,231769.28,2025-10-22,9.74,4625809.93,0,active
330,34,SBI,overdraft,1357710.59,55149.45,2026-02-03,15.41,549596.49,1,active
331,6,HDFC Bank,vehicle loan,7615303.75,309773.63,2026-10-15,15.48,4061337.16,0,active
332,40,HDFC Bank,machinery loan,9112021.91,355621.97,2027-02-14,13.5,4479417.74,0,active
333,3,ICICI Bank,overdraft,2615145.13,106509.05,2025-06-29,15.54,898506.67,5,overdue
334,9,Axis Bank,invoice financing,5050178.79,194403.83,2026-05-25,12.86,2075664.51,0,active
335,39,ICICI Bank,vehicle loan,4521465.2,174804.87,2025-09-29,13.06,1084833.84,1,active
336,4,HDFC Bank,vehicle loan,5849553.79,241407.83,2026-10-28,16.19,2272320.75,8,overdue
337,4,Kotak,vehicle loan,8995002.14,310052.73,2026-04-25,8.03,2889312.29,1,active
338,21,ICICI Bank,vehicle loan,1687400.5,65335.21,2025-04-11,13.13,458462.07,1,active
339,44,Kotak,business expansion loan,4181078.54,148196.01,2025-06-29,9.2,2081953.95,2,active
340,50,Kotak,machinery loan,7987832.16,327856.13,2025-10-06,15.92,5888221.99,1,active
341,7,Axis Bank,overdraft,4702173.42,202284.89,2025-06-01,18.29,3934928.06,2,active
342,40,NBFC,working capital loan,8176214.46,291777.3,2026-10-24,9.49,4955720.69,0,active
343,45,NBFC,business expansion loan,2778623.76,105688.04,2026-02-10,12.31,1439188.12,10,overdue
344,7,NBFC,working capital loan,2318078.51,94815.85,2025-08-23,15.75,357648.9,0,active
345,32,NBFC,working capital loan,3341514.71,146423.32,2026-02-15,19.25,811427.88,0,active
346,29,Axis Bank,invoice financing,7311092.8,302394.92,2026-02-08,16.3,5525394.59,0,active
347,8,Axis Bank,business expansion loan,706657.09,29004.35,2025-12-02,15.92,488919.87,0,active
348,40,HDFC Bank,invoice financing,578681.22,20409.77,2026-01-19,8.99,262874.24,1,active
349,20,ICICI Bank,invoice financing,7492840.75,288245.42,2025-10-23,12.83,3175023.13,0,active
350,21,Axis Bank,overdraft,1026174.31,44897.98,2025-06-18,19.17,280704.2,5,overdue
351,35,SBI,vehicle loan,9059281.28,319666.81,2025-10-22,9.01,3655677.02,0,active
352,21,Axis Bank,overdraft,5941840.68,210654.76,2026-03-29,9.21,5001605.15,2,active
353,30,Axis Bank,overdraft,3819161.73,169040.34,2027-02-22,19.78,3080403.3,0,active
354,10,HDFC Bank,working capital loan,2007462.23,81843.12,2025-05-18,15.59,1311672.98,0,active
355,45,Kotak,business expansion loan,8491622.28,323837.45,2026-08-25,12.43,3807960.57,0,active
356,38,Kotak,business expansion loan,4445346.03,187939.35,2026-11-23,17.4,1083251.86,1,active
357,47,SBI,business expansion loan,4018355.37,158233.9,2025-10-20,13.92,483423.93,0,active
358,7,HDFC Bank,machinery loan,1199747.08,52542.26,2026-03-20,19.22,225936.63,10,overdue
359,26,SBI,invoice financing,8137051.21,355815.17,2026-06-01,19.14,877738.55,0,active
360,21,NBFC,business expansion loan,8355112.97,312434.81,2025-11-27,11.54,2413139.5,0,active
361,31,Kotak,working capital loan,1794128.8,73504.46,2026-05-09,15.83,320593.43,0,active
362,33,Kotak,working capital loan,2704754.53,96657.41,2026-05-07,9.55,2326199.67,0,active
363,11,NBFC,working capital loan,2887737.75,117972.11,2027-03-14,15.69,1322090.86,0,active
364,15,NBFC,working capital loan,8254925.33,353608.9,2026-07-07,18.07,7009496.31,0,active
365,40,Axis Bank,machinery loan,6060145.75,225706.76,2025-06-09,11.36,1455886.5,0,active
366,29,NBFC,machinery loan,1004337.2,41666.04,2026-08-27,16.45,876750.28,0,active
367,3,ICICI Bank,overdraft,8434971.42,351129.12,2025-06-20,16.62,2981143.19,10,overdue
368,9,Kotak,working capital loan,7613617.68,287815.9,2026-09-19,12.03,5610156.71,8,overdue
369,47,NBFC,working capital loan,783181.61,33920.47,2026-04-23,18.64,469363.35,0,active
370,40,SBI,working capital loan,9553421.99,422208.18,2026-03-11,19.7,4208108.61,0,active
371,32,HDFC Bank,overdraft,5062910.73,182574.19,2026-02-17,9.94,2741621.01,0,active
372,2,HDFC Bank,machinery loan,3374476.42,130601.61,2025-07-03,13.11,2427381.0,0,active
373,48,Kotak,business expansion loan,5252162.16,220211.49,2026-04-07,16.98,3118554.17,0,active
374,1,NBFC,overdraft,5047717.6,191196.33,2026-09-04,12.12,1015593.29,0,active
375,35,Axis Bank,invoice financing,5836169.04,238910.06,2026-11-01,15.79,745243.28,1,active
376,4,Axis Bank,overdraft,7434409.01,263880.22,2026-09-26,9.26,807076.89,2,active
377,21,Kotak,working capital loan,5218922.45,193940.96,2027-03-20,11.26,4372998.1,2,active
378,26,ICICI Bank,working capital loan,6356294.73,281230.73,2026-11-24,19.76,2218312.11,0,active
379,6,ICICI Bank,working capital loan,2996431.2,116169.97,2026-10-09,13.19,1928947.63,0,active
380,19,SBI,invoice financing,6117158.64,268254.4,2026-02-12,19.29,5043775.72,0,active
381,24,HDFC Bank,vehicle loan,7108769.03,268968.18,2025-09-04,12.07,5145495.79,0,active
382,27,SBI,vehicle loan,7185862.22,255597.13,2026-10-24,9.35,5325059.35,0,active
383,2,NBFC,business expansion loan,4375357.4,168208.18,2025-10-20,12.8,767526.5,0,active
384,25,Axis Bank,invoice financing,3197631.65,109021.47,2027-03-30,7.58,2118716.11,0,active
385,30,Axis Bank,vehicle loan,1155554.58,42325.4,2026-07-11,10.62,731798.13,10,overdue
386,5,SBI,overdraft,3045190.78,123414.82,2026-06-22,15.3,2106499.93,0,active
387,28,Kotak,working capital loan,8138908.7,280747.13,2026-09-08,8.06,3181849.56,0,active
388,31,NBFC,vehicle loan,1541562.01,54305.8,2025-08-15,8.94,1193242.49,5,overdue
389,32,Kotak,business expansion loan,3294535.14,127892.02,2026-06-19,13.25,2799379.85,0,active
390,24,Kotak,business expansion loan,2309761.05,95149.32,2027-03-24,16.1,660804.98,10,overdue
391,21,Kotak,working capital loan,6582609.88,257014.35,2025-08-28,13.52,723757.09,0,active
392,31,ICICI Bank,working capital loan,3616143.81,138719.29,2026-01-05,12.7,2257042.87,0,active
393,46,ICICI Bank,overdraft,5406442.56,183473.64,2026-01-16,7.39,4334477.57,0,active
394,24,Kotak,vehicle loan,6944313.97,288902.75,2025-06-23,16.59,5854026.67,1,active
395,9,Axis Bank,invoice financing,4078024.09,172477.76,2025-12-20,17.42,2432787.19,0,active
396,16,HDFC Bank,invoice financing,8399839.22,303607.52,2025-07-08,10.04,2481191.23,0,active
397,21,Kotak,invoice financing,9998274.14,430453.47,2025-08-18,18.33,2962059.43,0,active
398,27,HDFC Bank,machinery loan,6191399.74,256134.77,2026-05-02,16.31,4070399.43,0,active
399,13,HDFC Bank,overdraft,3237837.08,123235.68,2026-04-10,12.34,1056336.33,2,active
400,1,HDFC Bank,invoice financing,3189978.71,131037.24,2026-03-04,15.96,2688160.57,0,active
401,25,Kotak,machinery loan,2938575.08,114710.54,2026-11-06,13.51,2438048.03,0,active
402,24,SBI,machinery loan,2555792.61,86094.71,2026-12-06,7.09,591614.79,0,active
403,23,NBFC,vehicle loan,5423128.69,230678.8,2026-12-10,17.71,1861135.58,0,active
404,3,SBI,business expansion loan,8286152.76,365787.61,2026-03-03,19.64,2619752.58,0,active
405,42,NBFC,overdraft,1084618.74,46424.69,2026-10-22,18.03,424156.36,0,active
406,2,Axis Bank,invoice financing,8199568.28,316594.44,2026-03-09,13.0,7359390.0,0,active
407,23,ICICI Bank,overdraft,6880780.2,299734.43,2026-02-09,18.94,1713056.54,0,active
408,44,SBI,business expansion loan,6839220.46,281623.9,2026-01-26,16.08,3508132.66,0,active
409,16,ICICI Bank,business expansion loan,5202985.73,207006.57,2025-06-27,14.41,878558.6,0,active
410,6,SBI,business expansion loan,3431320.87,120220.14,2025-05-09,8.71,889449.61,0,active
411,28,NBFC,overdraft,5747408.54,200217.36,2025-05-27,8.47,3064436.48,0,active
412,9,Kotak,overdraft,2629188.44,107146.73,2026-07-27,15.57,914043.38,2,active
413,47,HDFC Bank,machinery loan,8150012.31,343681.49,2026-01-29,17.27,7140219.5,0,active
414,37,NBFC,business expansion loan,9679199.78,373160.04,2026-03-08,12.93,4737992.36,0,active
415,11,Axis Bank,invoice financing,7457502.79,295648.56,2026-06-18,14.24,6524518.23,0,active
416,49,SBI,overdraft,2241677.05,80650.56,2025-11-23,9.84,762335.0,0,active
417,9,NBFC,overdraft,2861759.03,105511.47,2025-05-04,10.91,1810241.32,0,active
418,5,ICICI Bank,invoice financing,1777499.78,65935.37,2025-08-29,11.18,492128.95,0,active
419,34,SBI,invoice financing,7205580.41,313943.14,2026-02-06,18.95,3005570.07,2,active
420,22,HDFC Bank,machinery loan,8709561.27,385785.18,2026-05-11,19.82,1583888.5,0,active
421,11,ICICI Bank,working capital loan,9844387.11,353276.77,2025-12-24,9.73,4426410.63,0,active
422,48,SBI,overdraft,7511457.75,255160.05,2025-06-28,7.43,6537811.62,0,active
423,41,Axis Bank,invoice financing,2335988.12,86574.32,2026-03-27,11.14,1506760.86,0,active
424,17,HDFC Bank,machinery loan,6674418.4,228895.47,2025-11-14,7.82,1069395.63,1,active
425,7,SBI,overdraft,8820011.61,344886.95,2026-02-24,13.59,5569101.79,5,overdue
426,43,Kotak,vehicle loan,5974558.59,224560.42,2026-11-05,11.77,2295889.32,0,active
427,44,SBI,machinery loan,1350126.5,55741.47,2026-04-07,16.21,322523.95,1,active
428,22,HDFC Bank,vehicle loan,9507359.68,359879.97,2025-10-31,12.09,7686804.8,2,active
429,36,SBI,invoice financing,4982802.91,203478.29,2026-04-08,15.67,2716244.25,0,active
430,50,Kotak,invoice financing,4587219.8,166452.37,2027-04-07,10.21,3722196.31,0,active
431,12,HDFC Bank,working capital loan,6326675.6,240483.97,2026-06-27,12.28,4212514.47,0,active
432,13,NBFC,business expansion loan,3023137.59,105541.09,2026-10-26,8.56,908406.56,0,active
433,2,Axis Bank,invoice financing,2704250.23,106847.93,2026-01-31,14.08,1299045.15,0,active
434,19,Kotak,vehicle loan,7745896.18,336903.45,2026-01-07,18.86,1760619.64,0,active
435,17,NBFC,machinery loan,3379508.3,114321.26,2025-12-24,7.26,1509201.78,0,active
436,25,NBFC,vehicle loan,6099426.44,242062.52,2027-02-09,14.29,4332141.75,0,active
437,36,HDFC Bank,working capital loan,5750574.29,210103.62,2027-01-22,10.51,737347.71,0,active
438,1,ICICI Bank,vehicle loan,2159096.67,80414.36,2026-07-02,11.36,1394516.97,0,active
439,47,HDFC Bank,working capital loan,9435771.02,390116.71,2025-06-11,16.28,5641765.42,0,active
440,10,ICICI Bank,vehicle loan,1137393.0,49337.58,2026-11-08,18.72,328353.99,2,active
441,47,Kotak,vehicle loan,4624025.4,187671.21,2026-11-27,15.37,1065766.06,2,active
442,46,HDFC Bank,invoice financing,5376020.17,236873.42,2025-04-28,19.54,1821551.0,0,active
443,47,ICICI Bank,vehicle loan,3757578.93,136003.48,2025-07-21,10.1,1686919.39,10,overdue
444,7,ICICI Bank,working capital loan,6872408.86,270906.54,2026-04-18,13.97,1862682.54,5,overdue
445,36,HDFC Bank,vehicle loan,2636778.03,108291.01,2025-08-23,15.95,1799864.31,1,active
446,24,NBFC,overdraft,3049841.55,107896.62,2025-11-22,9.12,1429948.13,0,active
447,29,ICICI Bank,vehicle loan,8393255.23,337642.01,2025-10-21,14.94,5427928.65,0,active
448,18,HDFC Bank,invoice financing,1584671.12,60935.01,2025-07-24,12.81,927620.06,2,active
449,25,Kotak,working capital loan,9052435.74,395239.4,2026-09-27,19.06,1383854.79,0,active
450,16,SBI,business expansion loan,9405750.73,367555.84,2025-09-09,13.56,7018628.28,0,active
451,25,SBI,business expansion loan,9304184.66,348932.77,2025-09-23,11.67,3320391.77,2,active
452,15,Axis Bank,invoice financing,8812758.24,296206.6,2026-05-15,7.0,2109301.83,0,active
453,43,ICICI Bank,overdraft,5399124.27,198657.78,2026-10-19,10.82,4026668.54,1,active
454,13,ICICI Bank,working capital loan,5742069.17,243671.09,2027-03-11,17.59,4587832.77,2,active
455,23,Axis Bank,vehicle loan,4593816.94,198044.55,2025-06-21,18.4,2303454.8,0,active
456,31,Axis Bank,overdraft,5849015.55,206827.69,2026-01-09,9.1,2876004.84,0,active
457,34,NBFC,overdraft,7845721.05,269522.31,2026-05-15,7.89,6264145.8,0,active
458,15,ICICI Bank,working capital loan,7355064.35,308075.04,2025-09-06,16.93,1491850.31,2,active
459,17,Axis Bank,invoice financing,5018710.49,199173.1,2026-02-17,14.29,1143100.03,0,active
460,39,NBFC,working capital loan,7463649.99,264482.73,2025-04-27,9.19,1045032.25,0,active
461,22,ICICI Bank,machinery loan,6769586.48,246600.99,2025-08-25,10.38,2470750.41,0,active
462,42,SBI,vehicle loan,9715945.2,349801.02,2026-10-16,9.87,7187404.38,0,active
463,14,SBI,vehicle loan,6845044.64,256194.81,2027-01-31,11.58,5600873.44,0,active
464,11,NBFC,invoice financing,9772115.53,337735.17,2026-06-05,8.14,7678683.17,5,overdue
465,16,SBI,invoice financing,1775326.17,63576.4,2025-07-15,9.64,1551656.28,0,active
466,11,HDFC Bank,machinery loan,1249354.97,52778.31,2025-10-21,17.36,667714.85,0,active
467,45,HDFC Bank,machinery loan,2561527.13,111027.97,2026-04-06,18.68,353019.08,1,active
468,34,Axis Bank,invoice financing,6952436.3,304825.71,2025-08-14,19.28,3519800.65,0,active
469,26,SBI,business expansion loan,3848588.13,146834.33,2027-02-18,12.45,1472632.28,1,active
470,35,NBFC,working capital loan,9854312.55,349609.11,2026-06-08,9.24,2099323.82,0,active
471,28,HDFC Bank,overdraft,8245294.44,358143.53,2027-01-29,18.79,2302900.2,0,active
472,38,Kotak,working capital loan,9992217.43,429276.76,2026-12-31,18.22,8859694.98,0,active
473,48,Axis Bank,business expansion loan,2771411.01,120540.98,2026-07-20,18.86,527056.01,5,overdue
474,2,HDFC Bank,overdraft,2367341.93,98705.01,2025-10-06,16.7,1228048.69,0,active
475,1,SBI,invoice financing,6413022.31,248308.66,2025-12-22,13.13,3487733.31,1,active
476,17,NBFC,machinery loan,9349531.23,365670.55,2026-03-03,13.6,4082159.59,0,active
477,33,SBI,working capital loan,6448319.57,268160.53,2025-09-04,16.57,2601761.55,10,overdue
478,40,SBI,business expansion loan,853281.35,29568.57,2026-01-05,8.25,116562.15,0,active
479,23,Axis Bank,machinery loan,6414728.18,248214.34,2026-03-24,13.1,3111787.32,0,active
480,48,Kotak,invoice financing,6209448.68,261021.07,2026-05-14,17.11,1608336.15,2,active
481,39,NBFC,machinery loan,8467680.88,319043.4,2027-01-31,11.88,6155517.89,0,active
482,47,NBFC,invoice financing,3150725.43,122519.46,2026-01-26,13.33,1882559.64,0,active
483,5,NBFC,working capital loan,9378670.31,384004.45,2025-06-23,15.8,4482082.72,0,active
484,20,HDFC Bank,invoice financing,6135553.53,225294.12,2025-05-29,10.73,2551384.59,0,active
485,3,HDFC Bank,working capital loan,850301.47,35304.04,2026-10-02,16.49,464294.04,0,active
486,12,SBI,invoice financing,2219896.78,89579.0,2026-07-22,15.09,1010294.65,0,active
487,29,Axis Bank,machinery loan,2078278.79,92056.2,2025-04-19,19.82,1326057.66,0,active
488,18,NBFC,invoice financing,9775054.47,403085.23,2026-01-20,16.15,6678970.21,0,active
489,50,Axis Bank,overdraft,4720848.29,199783.68,2026-02-15,17.45,1008123.75,0,active
490,18,SBI,invoice financing,2595303.43,95384.61,2026-05-02,10.77,1324873.67,0,active
491,22,NBFC,business expansion loan,9147166.11,361109.79,2025-08-07,14.04,2358550.01,0,active
492,31,NBFC,machinery loan,5961051.54,206119.92,2025-04-28,8.16,2319762.71,0,active
493,50,Kotak,working capital loan,2007286.44,68470.77,2026-03-20,7.6,738807.37,8,overdue
494,41,HDFC Bank,vehicle loan,558651.23,20420.25,2026-03-27,10.53,367078.28,0,active
495,6,Axis Bank,machinery loan,4688100.67,176324.68,2026-11-26,11.8,2726697.95,10,overdue
496,12,Axis Bank,overdraft,8555047.19,327824.66,2026-11-22,12.65,2874591.34,0,active
497,46,HDFC Bank,business expansion loan,5959982.37,218251.24,2027-01-21,10.61,3915153.94,0,active
498,32,Axis Bank,vehicle loan,9181715.5,340208.06,2026-05-30,11.13,4216736.04,0,active
499,24,NBFC,working capital loan,8554542.28,377065.21,2025-11-11,19.56,4898378.31,2,active
500,41,ICICI Bank,working capital loan,525386.63,23109.71,2026-12-19,19.45,366956.24,0,active
501,21,NBFC,invoice financing,5642899.34,226954.28,2025-08-04,14.93,1936775.44,2,active
502,21,Kotak,machinery loan,2166098.18,81234.7,2025-10-21,11.67,1155516.46,0,active
503,24,NBFC,invoice financing,8880094.14,309273.95,2026-03-17,8.46,7084267.69,0,active
504,34,HDFC Bank,working capital loan,8120214.93,313733.53,2025-07-10,13.03,2828146.31,1,active
505,43,SBI,working capital loan,3244377.66,111020.8,2026-12-24,7.73,2132224.94,0,active
506,14,ICICI Bank,invoice financing,5080632.18,204467.22,2025-09-04,14.96,1868242.63,8,overdue
507,9,SBI,machinery loan,4939810.94,207485.78,2026-10-01,17.07,625891.99,0,active
508,6,ICICI Bank,overdraft,9847169.51,389647.03,2025-07-17,14.15,1205578.77,2,active
509,47,SBI,vehicle loan,7606099.61,317956.09,2025-08-25,16.83,3080587.02,10,overdue
510,12,HDFC Bank,overdraft,7157121.87,318034.66,2025-08-31,19.99,6253560.29,1,active
511,8,ICICI Bank,invoice financing,7967699.85,325569.07,2026-12-08,15.7,5459171.87,5,overdue
512,36,SBI,machinery loan,9811951.26,433388.44,2027-03-26,19.67,6261672.9,1,active
513,9,HDFC Bank,machinery loan,9254757.0,387337.29,2026-12-25,16.89,1959300.96,1,active
514,24,HDFC Bank,machinery loan,4484073.46,173359.26,2026-05-05,13.06,3624100.28,0,active
515,42,HDFC Bank,business expansion loan,9167304.29,395976.62,2026-10-01,18.5,2917388.9,0,active
516,11,NBFC,vehicle loan,1583083.21,54713.11,2025-12-09,8.14,1245596.09,0,active
517,34,HDFC Bank,overdraft,1320041.1,55709.4,2025-08-16,17.31,728432.17,0,active
518,38,SBI,overdraft,3520592.05,153830.31,2025-09-09,19.1,558406.69,1,active
519,15,SBI,business expansion loan,1485953.03,57436.21,2026-05-08,13.05,182573.23,2,active
520,18,HDFC Bank,vehicle loan,3896415.89,139047.93,2026-08-27,9.49,3175602.6,1,active
521,1,Kotak,invoice financing,4969773.17,215204.98,2026-09-06,18.63,2796676.89,10,overdue
522,44,NBFC,business expansion loan,9391348.14,401662.74,2025-09-15,17.99,3486658.42,2,active
523,28,ICICI Bank,machinery loan,6253849.8,267630.03,2026-08-31,18.02,2615141.13,0,active
524,40,SBI,business expansion loan,2370634.93,80608.17,2027-03-23,7.47,525459.69,0,active
525,3,NBFC,vehicle loan,9626589.99,324442.82,2026-11-06,7.11,5444954.99,1,active
526,31,HDFC Bank,machinery loan,9026085.66,390252.84,2027-02-02,18.55,2029137.55,0,active
527,47,Axis Bank,vehicle loan,4522890.22,162723.54,2026-07-09,9.84,1388227.31,0,active
528,47,Kotak,working capital loan,1616585.16,59831.61,2025-10-22,11.08,1323679.49,0,active
529,32,NBFC,overdraft,4304831.29,149748.34,2026-04-16,8.41,2184507.64,0,active
530,4,SBI,invoice financing,7391965.31,274693.64,2026-07-16,11.26,1062024.51,0,active
531,21,Kotak,machinery loan,9235020.39,379969.78,2026-12-10,16.04,2252501.01,0,active
532,13,ICICI Bank,vehicle loan,3193901.8,140487.32,2026-03-09,19.45,1225696.56,1,active
533,13,Kotak,vehicle loan,4052127.45,149264.62,2026-02-14,10.87,1567349.0,0,active
534,45,ICICI Bank,business expansion loan,2375678.2,104932.39,2026-09-23,19.67,1178040.79,8,overdue
535,6,ICICI Bank,machinery loan,6134746.92,219129.75,2026-09-23,9.53,3760462.2,0,active
536,2,Axis Bank,business expansion loan,9721835.32,380474.83,2025-04-13,13.63,2797828.87,0,active
537,30,HDFC Bank,overdraft,9400311.75,347759.31,2026-07-17,11.06,2070882.38,2,active
538,41,ICICI Bank,vehicle loan,5592208.21,234142.65,2026-01-31,16.91,3617951.34,0,active
539,50,HDFC Bank,business expansion loan,3553453.97,130895.43,2026-10-20,10.87,2929076.03,0,active
540,12,SBI,business expansion loan,7558028.29,264929.89,2026-06-05,8.73,5562888.19,0,active
541,11,ICICI Bank,working capital loan,5267116.26,233786.81,2026-12-19,19.93,573920.17,0,active
542,17,ICICI Bank,working capital loan,3854064.13,141840.27,2025-11-10,10.83,2024111.76,0,active
543,29,Kotak,working capital loan,8199777.78,345711.74,2026-09-05,17.26,1704093.35,1,active
544,9,HDFC Bank,vehicle loan,2886641.88,127790.03,2026-08-31,19.79,308726.58,5,overdue
545,31,Axis Bank,working capital loan,3397545.14,135797.99,2026-06-12,14.63,2984006.35,1,active
546,18,HDFC Bank,machinery loan,7447286.92,276252.97,2026-06-08,11.18,3411524.63,0,active
547,2,ICICI Bank,vehicle loan,1511787.12,58346.58,2026-09-18,12.98,698031.35,8,overdue
548,10,Kotak,overdraft,2510995.29,100342.16,2026-08-03,14.62,1185281.35,0,active
549,41,Axis Bank,business expansion loan,4500243.55,194760.54,2025-12-08,18.6,2263430.04,1,active
550,36,Kotak,business expansion loan,4797056.82,175105.9,2026-12-16,10.47,3196320.5,1,active
551,8,ICICI Bank,working capital loan,8912559.15,357864.01,2025-10-05,14.85,7369886.28,0,active
552,11,ICICI Bank,machinery loan,7669464.13,292675.27,2026-05-01,12.46,1621605.32,1,active
553,25,HDFC Bank,working capital loan,2162006.87,73081.84,2025-12-09,7.23,1836425.15,0,active
554,45,HDFC Bank,overdraft,580828.6,19894.99,2026-12-04,7.77,199839.46,0,active
555,29,Kotak,working capital loan,7498776.87,289661.09,2026-10-11,13.02,6700487.61,0,active
556,11,NBFC,working capital loan,1149647.72,43804.77,2025-11-24,12.39,995588.97,2,active
557,45,Kotak,working capital loan,4683852.3,188264.84,2026-04-22,14.9,1238417.33,2,active
558,38,Kotak,machinery loan,6414562.46,262480.33,2025-11-15,15.77,2191265.94,0,active
559,34,Axis Bank,invoice financing,4990478.93,175886.66,2025-08-05,8.96,4371159.95,0,active
560,38,Kotak,overdraft,8744032.58,387312.07,2027-01-05,19.82,7136313.3,0,active
561,20,Kotak,working capital loan,2950915.65,112413.49,2026-11-28,12.38,1152793.1,0,active
562,19,ICICI Bank,vehicle loan,1697038.04,61098.08,2025-08-13,9.87,806146.09,0,active
563,35,ICICI Bank,business expansion loan,6919218.35,245939.77,2027-01-02,9.32,1643710.22,0,active
564,7,ICICI Bank,overdraft,2108520.47,85014.37,2027-02-03,15.05,1312472.93,0,active
565,5,HDFC Bank,business expansion loan,3462009.49,150866.68,2025-04-23,18.96,378923.89,0,active
566,14,SBI,invoice financing,3511263.79,139055.8,2026-02-18,14.19,3130483.27,0,active
567,42,Axis Bank,invoice financing,4542814.06,185132.29,2026-11-20,15.57,3590188.39,0,active
568,49,Kotak,invoice financing,4709045.16,160944.7,2025-09-17,7.68,778040.72,0,active
569,32,NBFC,machinery loan,3791598.39,155244.89,2025-07-21,15.8,937248.24,0,active
570,6,NBFC,overdraft,7925802.47,338651.93,2025-06-23,17.94,6463683.47,0,active
571,1,Axis Bank,invoice financing,7870126.3,327484.7,2026-06-28,16.6,6792389.77,0,active
572,49,ICICI Bank,vehicle loan,1163507.19,49733.47,2025-06-25,17.96,657568.46,0,active
573,36,SBI,vehicle loan,1992036.99,67103.98,2025-10-01,7.09,863815.67,1,active
574,23,Axis Bank,business expansion loan,6562227.19,276342.68,2025-07-06,17.2,1474913.74,0,active
575,50,ICICI Bank,overdraft,8010400.27,303082.39,2026-05-12,12.07,5390954.22,10,overdue
576,22,SBI,business expansion loan,8473553.84,294479.53,2025-05-08,8.37,5360106.23,1,active
